SeriesInd,group,Var01,Var02,Var03,Var05,Var07
41250,S03,52.53857043,285958400,50.431427,51.66999814,50.45857243
41251,S03,53.51571271,270645900,50.71428686,51.61428457,53.43000029
41252,S03,53.52142714,219664200,51.78571314,53.02142714,51.95571514
41253,S03,53.63571543,185492300,52.10285571,52.931427,53.38571543
41254,S03,54.23428729,132244000,53.46142957,54.00999829,53.85571286
41257,S03,54.99571614,115136000,54.01285557,54.23285671,54.77285771
41258,S03,54.76714329,124687500,53.72285843,54.50285714,54.35428614
41259,S03,54.931427,110515300,54,54.615715,54.34857171
41260,S03,53.235714,212858800,51.62428671,52.97714229,52.29285814
41261,S03,52.42856986,193972100,50.85714343,51.73857114,50.86142729
41264,S03,52.12571329,133828800,50.72714229,52.07285686,50.91999814
41265,S03,53.37714386,164208800,51,51.47142786,53.37142943
